gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000186493.14,IRX2-DT,86.605551793116248,-0.77998453770272025,0.33753952162506229,0.00061300194012805251,0.077073983965763704
ENSG00000138646.9,HERC5,64.947262968562356,0.80788892755849662,0.35328510572731792,0.00062162001266433781,0.077073983965763704
ENSG00000288918.1,ENSG00000288918,99.33109568976802,-0.78580671986188289,0.34460269896040707,0.00062222978110186664,0.077073983965763704
ENSG00000125266.8,EFNB2,2519.9821825526651,-0.38262114032545219,0.1564735173948337,0.00062876601519959116,0.077073983965763704
ENSG00000261678.3,SCRT1,212.55687731072479,-0.85198010782783173,0.37162059629821842,0.00063158643473580731,0.077073983965763704
ENSG00000041515.16,MYO16,670.54851019835996,-0.77795877939557723,0.35691889611200378,0.00063757369453215878,0.077073983965763704
ENSG00000140945.17,CDH13,494.33217330029322,-0.7492137904801478,0.32602036174874988,0.00063961275621689934,0.077073983965763704
ENSG00000129194.8,SOX15,93.29219064979668,0.62743849266148988,0.26836429247561172,0.00064055297042676354,0.077073983965763704
ENSG00000125869.10,LAMP5,75.533775357182549,-0.038372204827036599,0.093886470198484395,0.0006565816175837522,0.0778086948502799
ENSG00000107796.13,ACTA2,1088.1236819309081,1.289538887145004,0.61697317792927298,0.00065947855629813388,0.0778086948502799
ENSG00000165300.8,SLITRK5,1522.5466790772141,-0.61606135756492253,0.27123478240268167,0.00066367427122838421,0.0778086948502799
ENSG00000196935.10,SRGAP1,1145.4148471997701,-0.81661643504533032,0.36778861153289449,0.00066449793848178578,0.0778086948502799
ENSG00000168505.7,GBX2,75.759243933820997,-1.3917091511940529,0.66698937593187313,0.00073263806730681873,0.084867397681291007
ENSG00000169184.7,MN1,495.50673179509329,-1.0662290848979079,0.48582537392519898,0.0007345089155657102,0.084867397681291007
ENSG00000196361.10,ELAVL3,1613.9325433528361,-0.83216242787460293,0.38808842956694012,0.00074852280528857644,0.085506485098687399
ENSG00000137331.12,IER3,1296.289222356862,1.0349156360038321,0.52948117912127679,0.00074984193386250773,0.085506485098687399
ENSG00000185811.21,IKZF1,42.307975070520143,-1.1968614472138841,0.56819764885646151,0.00077353945295314099,0.087635992439437996
ENSG00000175745.15,NR2F1,6691.3157890575658,-0.84301035232338783,0.39679483423472461,0.00078004246324050834,0.087802586168755803
ENSG00000134709.13,HOOK1,935.34770585643275,0.39256154399226623,0.16646764930921609,0.0007959635475548719,0.089020359065319493
ENSG00000119431.10,HDHD3,311.80433395145292,0.55491025632882485,0.24878202956026929,0.00080201715805853883,0.089126072335333206
ENSG00000005469.12,CROT,663.79627634651683,0.71608707185338427,0.33987518090594659,0.00082046955164472002,0.090599571313578597
ENSG00000224945.1,ENSG00000224945,111.1822067409588,-0.56068712934241172,0.25160252372227571,0.00082640958149123554,0.090640645603951894
ENSG00000108176.15,DNAJC12,2597.1051082471531,0.51610428481363368,0.23067734409171489,0.00083123191933468811,0.090640645603951894
ENSG00000114023.16,FAM162A,2770.0081030183919,0.76190287146042279,0.3545326620211211,0.00086157975656056562,0.093366347905044597
ENSG00000189143.10,CLDN4,334.3940039012781,1.527461924340086,0.8137152765933372,0.00087585354731917707,0.094327264444923897
ENSG00000101265.16,RASSF2,2576.0610463382982,-0.50158762882188124,0.22781727535564919,0.00090100739107215556,0.096440956760956403
ENSG00000105605.8,CACNG7,759.79798811082355,-0.60173936820827312,0.27906521177904747,0.00091157223974638163,0.096976834553994598
ENSG00000064655.19,EYA2,250.53149188777499,1.0092637825597961,0.50823675919239664,0.00092530171306251421,0.097509654649884397
ENSG00000135447.17,PPP1R1A,2495.0942435170309,-0.60988035199462842,0.28629143017338221,0.00092775850701443325,0.097509654649884397
