"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000162413.17","KLHL21",504.742892834713,-0.0242471133782273,0.116921127183819,-0.207380085723147,0.835713033837257,1
"ENSG00000116273.6","PHF13",842.250256460228,-0.0388210298756076,0.105502706881689,-0.367962406112874,0.712901266142465,1
"ENSG00000041988.16","THAP3",337.709917115033,-0.0932062149934834,0.118040380360101,-0.789612967267159,0.429753832921739,1
"ENSG00000007923.17","DNAJC11",1383.04411223823,-0.0352242862917509,0.0747108056643647,-0.471475123022961,0.637301480598917,1
"ENSG00000237436.1","CAMTA1-DT",4.69639245589599,-0.366177104271702,0.666567086778275,-0.549347712383385,0.582766849867703,1
"ENSG00000171735.21","CAMTA1",8444.55961905826,-0.00519301431335439,0.160924131423008,-0.0322699539679599,0.974256769980462,1
"ENSG00000270171.1","ENSG00000270171",112.977314587793,-0.229258033957614,0.34265721828827,-0.669059403163496,0.503457585366018,1
"ENSG00000270035.1","ENSG00000270035",65.6442004765854,-0.254234407635774,0.288448849198987,-0.881384718093954,0.378109626164411,1
"ENSG00000269978.1","ENSG00000269978",52.3262790564147,0.0398966180623126,0.3500931000752,0.113960023930043,0.909269483215649,1
"ENSG00000049245.13","VAMP3",572.769497031441,0.00450091857315805,0.446141411658333,0.0100885469394735,0.991950640698618,1
"ENSG00000269925.1","ENSG00000269925",9.39672453900404,0.878551625090029,0.528655032202571,1.66186184103774,0.0965404793015383,1
"ENSG00000049246.15","PER3",408.777766144504,0.0143286238780894,0.153079849909739,0.0936022859085508,0.925425093696616,1
"ENSG00000049247.14","UTS2",314.07029746367,-0.234167876779451,1.08406266008536,-0.216009540224373,0.828980311092304,1
"ENSG00000049249.10","TNFRSF9",279.921535561291,-0.233702744615999,1.07941986821959,-0.216507729287466,0.82859200093737,1
"ENSG00000116288.13","PARK7",5704.74796661945,-0.0236370770697303,0.089046380523182,-0.265446803461896,0.790665284928937,1
"ENSG00000284747.1","ENSG00000284747",4.6452556221154,0.0352728044733134,0.892399490975693,0.0395258007540417,0.968471183558778,1
"ENSG00000116285.13","ERRFI1",1208.02680627159,0.0903445401041586,0.0646902493602292,1.39657121432742,0.162542551568607,1
"ENSG00000238290.1","ERRFI1-DT",1.87306643124199,-0.0977590457096394,1.50093892429005,-0.0651319278403549,0.948068959653747,1
"ENSG00000162426.16","SLC45A1",790.480857896914,-0.0944377724321243,0.139940394045176,-0.674842836312422,0.499775621732072,1
"ENSG00000252254.1","Y_RNA",0.716165515602907,0.932847464614636,1.86546392622803,0.500061915697752,0.617031481386104,1
"ENSG00000142599.20","RERE",8080.8371757114,0.0599392342765566,0.233765222993497,0.256407833077138,0.797635940068538,1
"ENSG00000221083.1","ENSG00000221083",0.729388030371108,-0.636011514509759,1.95553687762572,-0.325236267230083,0.745002262149296,1
"ENSG00000224315.2","RPL7P7",0.696185681332082,-0.0869007658593374,2.5796919147666,-0.0336864899881658,0.973127152286829,1
"ENSG00000222511.2","Y_RNA",0.411637113346373,0,4.25132096751223,0,1,1
"ENSG00000228423.2","ENSG00000228423",1.24966564091179,0.483384294901457,1.69160709116116,0.285754474208103,0.775066179050658,1
"ENSG00000074800.16","ENO1",15208.101759208,0.025939156270735,0.0798485803126133,0.32485432012919,0.745291330607634,1
"ENSG00000230679.1","ENO1-AS1",2.37962937221629,1.0734319596547,1.04430949480271,1.027886814203,0.304003072776172,1
"ENSG00000131686.15","CA6",1.4702604028749,0.674936887041714,1.69424779991455,0.398369640542403,0.690357733300044,1
